sample_offset_s,node,seq,node_us,sync_us,rx_us,yaw_cd,pitch_cd,roll_cd,x_mm,y_mm,z_mm,gaps
1.812953,1,216,33651000,34617000,34623000,-1008,468,-828,-576,-192,96,0
1.817313,2,45,31903000,34622000,34628000,-135,135,-135,-105,-15,255,0
1.823103,1,217,33661000,34627000,34633000,-971,491,-811,-587,-179,77,0
1.827351,2,46,31913000,34632000,34638000,-98,158,-118,-94,-2,274,0
1.833239,1,218,33671000,34638000,34643000,-934,514,-794,-598,-166,58,0
1.837584,2,47,31924000,34643000,34648000,-61,181,-101,-83,11,293,0
1.843242,1,219,33681000,34648000,34654000,-897,537,-777,-591,-153,39,0
1.847689,2,48,31934000,34653000,34658000,-24,204,-84,-72,24,312,0
1.853412,1,220,33691000,34657000,34664000,-860,560,-760,-580,-140,20,0
1.857921,2,49,31944000,34664000,34668000,13,227,-67,-61,37,331,0
1.863595,1,221,33701000,34667000,34674000,-823,583,-743,-569,-127,1,0
1.868279,2,50,31954000,34674000,34678000,50,250,-50,-50,50,350,0
1.873667,1,222,33711000,34677000,34684000,-786,606,-726,-558,-114,-18,0
1.878033,2,51,31964000,34684000,34688000,87,273,-33,-39,63,369,0
1.883875,1,223,33722000,34688000,34694000,-749,629,-709,-547,-101,-37,0
1.888138,2,52,31974000,34693000,34698000,124,296,-16,-28,76,388,0
1.893915,1,224,33732000,34698000,34704000,-712,652,-692,-536,-88,-56,0
1.898909,2,53,31985000,34704000,34709000,161,319,1,-17,89,407,0
1.904095,1,225,33742000,34708000,34714000,-675,675,-675,-525,-75,-75,0
1.909049,2,54,31995000,34714000,34719000,198,342,18,-6,102,426,0
1.914243,1,226,33752000,34719000,34724000,-638,698,-658,-514,-62,-94,0
1.919194,2,55,32005000,34723000,34729000,235,365,35,5,115,445,0
1.924615,1,227,33762000,34728000,34735000,-601,721,-641,-503,-49,-113,0
1.929356,2,56,32015000,34733000,34740000,272,388,52,16,128,464,0
1.935092,1,228,33773000,34739000,34745000,-564,744,-624,-492,-36,-132,0
1.939315,2,57,32025000,34744000,34750000,309,411,69,27,141,483,0
1.945162,1,229,33783000,34750000,34755000,-527,767,-607,-481,-23,-151,0
1.949534,2,58,32036000,34755000,34760000,346,434,86,38,154,502,0
1.955315,1,230,33793000,34760000,34766000,-490,790,-590,-470,-10,-170,0
1.959749,2,59,32046000,34765000,34770000,383,457,103,49,167,521,0
1.965540,1,231,33803000,34769000,34776000,-453,813,-573,-459,3,-189,0
1.969823,2,60,32056000,34776000,34780000,420,480,120,60,180,540,0
1.975571,1,232,33813000,34779000,34786000,-416,836,-556,-448,16,-208,0
1.979892,2,61,32066000,34786000,34790000,457,503,137,71,193,559,0
1.985713,1,233,33823000,34789000,34796000,-379,859,-539,-437,29,-227,0
1.990136,2,62,32076000,34796000,34800000,494,526,154,82,206,578,0
1.996811,1,234,33834000,34800000,34806000,-342,882,-522,-426,42,-246,0
2.000183,2,63,32086000,34805000,34810000,531,549,171,93,219,597,0
2.006064,1,235,33844000,34810000,34816000,-305,895,-505,-415,55,-265,0
2.010319,2,64,32096000,34815000,34821000,568,572,188,104,232,584,0
2.016028,1,236,33854000,34820000,34826000,-268,872,-488,-404,68,-284,0
2.020533,2,65,32106000,34825000,34831000,605,595,205,115,245,565,0
2.026192,1,237,33864000,34831000,34836000,-231,849,-471,-393,81,-303,0
2.030524,2,66,32117000,34836000,34841000,642,618,222,126,258,546,0
2.036319,1,238,33874000,34840000,34847000,-194,826,-454,-382,94,-322,0
2.040736,2,67,32127000,34846000,34851000,679,641,239,137,271,527,0
2.046506,1,239,33884000,34850000,34857000,-157,803,-437,-371,107,-341,0
2.051115,2,68,32137000,34857000,34861000,716,664,256,148,284,508,0
2.056592,1,240,33894000,34860000,34867000,-120,780,-420,-360,120,-360,0
2.061069,2,69,32147000,34867000,34871000,753,687,273,159,297,489,0
2.066789,1,241,33905000,34871000,34877000,-83,757,-403,-349,133,-379,0
2.071116,2,70,32157000,34876000,34881000,790,710,290,170,310,470,0
2.076904,1,242,33915000,34881000,34887000,-46,734,-386,-338,146,-398,0
2.081493,2,71,32167000,34886000,34891000,827,733,307,181,323,451,0
2.086916,1,243,33925000,34891000,34897000,-9,711,-369,-327,159,-417,0
2.091257,2,72,32177000,34896000,34902000,864,756,324,192,336,432,0
2.097218,1,244,33935000,34901000,34907000,28,688,-352,-316,172,-436,0
2.101598,2,73,32188000,34907000,34912000,901,779,341,203,349,413,0
2.107188,1,245,33945000,34912000,34917000,65,665,-335,-305,185,-455,0
2.111968,2,74,32198000,34917000,34922000,938,802,358,214,362,394,0
2.117369,1,246,33955000,34921000,34928000,102,642,-318,-294,198,-474,0
2.121888,2,75,32208000,34927000,34932000,975,825,375,225,375,375,0
2.127488,1,247,33965000,34931000,34938000,139,619,-301,-283,211,-493,0
2.131989,2,76,32218000,34938000,34942000,1012,848,392,236,388,356,0
2.137661,1,248,33975000,34941000,34948000,176,596,-284,-272,224,-512,0
2.141955,2,77,32228000,34948000,34952000,1049,871,409,247,401,337,0
2.147918,1,249,33986000,34952000,34958000,213,573,-267,-261,237,-531,0
2.152706,2,78,32239000,34958000,34963000,1086,894,426,258,414,318,0
2.157897,1,250,33996000,34962000,34968000,250,550,-250,-250,250,-550,0
2.162929,2,79,32249000,34968000,34973000,1123,883,443,269,427,299,0
2.168077,1,251,34006000,34973000,34978000,287,527,-233,-239,263,-569,0
2.173080,2,80,32259000,34978000,34983000,1160,860,460,280,440,280,0
2.178238,1,252,34016000,34983000,34988000,324,504,-216,-228,276,-588,0
2.183133,2,81,32269000,34987000,34993000,1197,837,477,291,453,261,0
2.188916,1,253,34027000,34994000,34999000,361,481,-199,-217,289,-593,0
2.193368,2,82,32279000,34997000,35003000,1234,814,494,302,466,242,0
2.199079,1,254,34037000,35003000,35009000,398,458,-182,-206,302,-574,0
2.203282,2,83,32289000,35008000,35014000,1271,791,511,313,479,223,0
2.209313,1,255,34047000,35013000,35019000,435,435,-165,-195,315,-555,0
2.213624,2,84,32300000,35019000,35024000,1308,768,528,324,492,204,0
2.219359,1,0,34057000,35024000,35029000,-1800,-900,-900,-600,-600,-600,0
2.223623,2,85,32310000,35029000,35034000,1345,745,545,335,505,185,0
2.229376,1,1,34067000,35033000,35040000,-1763,-877,-883,-589,-587,-581,0
2.233808,2,86,32320000,35039000,35044000,1382,722,562,346,518,166,0
2.239730,1,2,34077000,35043000,35050000,-1726,-854,-866,-578,-574,-562,0
2.243934,2,87,32330000,35050000,35054000,1419,699,579,357,531,147,0
2.249736,1,3,34087000,35053000,35060000,-1689,-831,-849,-567,-561,-543,0
2.254056,2,88,32340000,35060000,35064000,1456,676,596,368,544,128,0
2.259885,1,4,34098000,35064000,35070000,-1652,-808,-832,-556,-548,-524,0
2.264156,2,89,32350000,35069000,35074000,1493,653,613,379,557,109,0
2.269817,1,5,34108000,35074000,35080000,-1615,-785,-815,-545,-535,-505,0
2.274397,2,90,32360000,35079000,35085000,1530,630,630,390,570,90,0
2.280115,1,6,34118000,35084000,35090000,-1578,-762,-798,-534,-522,-486,0
2.284298,2,91,32370000,35089000,35095000,1567,607,647,401,583,71,0
2.290174,1,7,34128000,35095000,35100000,-1541,-739,-781,-523,-509,-467,0
2.294578,2,92,32381000,35100000,35105000,1604,584,664,412,596,52,0
2.300189,1,8,34138000,35104000,35111000,-1504,-716,-764,-512,-496,-448,0
2.304826,2,93,32391000,35110000,35115000,1641,561,681,423,591,33,0
2.310360,1,9,34148000,35114000,35121000,-1467,-693,-747,-501,-483,-429,0
2.314816,2,94,32401000,35121000,35125000,1678,538,698,434,578,14,0
2.320633,1,10,34158000,35124000,35131000,-1430,-670,-730,-490,-470,-410,0
2.324910,2,95,32411000,35131000,35135000,1715,515,715,445,565,-5,0
2.330880,1,11,34169000,35135000,35141000,-1393,-647,-713,-479,-457,-391,0
2.335272,2,96,32421000,35140000,35145000,1752,492,732,456,552,-24,0
2.340987,1,12,34179000,35145000,35151000,-1356,-624,-696,-468,-444,-372,0
2.345181,2,97,32431000,35150000,35155000,1789,469,749,467,539,-43,0
2.351017,1,13,34189000,35155000,35161000,-1319,-601,-679,-457,-431,-353,0
2.355289,2,98,32441000,35160000,35166000,1774,446,766,478,526,-62,0
2.361138,1,14,34199000,35165000,35171000,-1282,-578,-662,-446,-418,-334,0
2.365468,2,99,32451000,35170000,35176000,1737,423,783,489,513,-81,0
2.371244,1,15,34209000,35176000,35181000,-1245,-555,-645,-435,-405,-315,0
2.375640,2,100,32462000,35181000,35186000,1700,400,800,500,500,-100,0
2.381293,1,16,34219000,35185000,35192000,-1208,-532,-628,-424,-392,-296,0
2.385745,2,101,32472000,35191000,35196000,1663,377,817,511,487,-119,0
2.391598,1,17,34229000,35195000,35202000,-1171,-509,-611,-413,-379,-277,0
2.395974,2,102,32482000,35202000,35206000,1626,354,834,522,474,-138,0
2.401575,1,18,34239000,35205000,35212000,-1134,-486,-594,-402,-366,-258,0
2.406475,2,103,32493000,35213000,35217000,1589,331,851,533,461,-157,0
2.411751,1,19,34250000,35216000,35222000,-1097,-463,-577,-391,-353,-239,0
2.416758,2,104,32503000,35222000,35227000,1552,308,868,544,448,-176,0
2.421947,1,20,34260000,35227000,35232000,-1060,-440,-560,-380,-340,-220,0
2.427315,2,105,32513000,35232000,35237000,1515,285,885,555,435,-195,0
2.432123,1,21,34270000,35237000,35242000,-1023,-417,-543,-369,-327,-201,0
2.436972,2,106,32523000,35242000,35247000,1478,262,898,566,422,-214,0
2.442772,1,22,34281000,35248000,35253000,-986,-394,-526,-358,-314,-182,0
2.447193,2,107,32533000,35251000,35257000,1441,239,881,577,409,-233,0
2.452855,1,23,34291000,35257000,35263000,-949,-371,-509,-347,-301,-163,0
2.457615,2,108,32543000,35262000,35267000,1404,216,864,588,396,-252,0
2.463019,1,24,34301000,35267000,35273000,-912,-348,-492,-336,-288,-144,0
2.467321,2,109,32553000,35272000,35278000,1367,193,847,599,383,-271,0
2.473083,1,25,34311000,35277000,35283000,-875,-325,-475,-325,-275,-125,0
2.477514,2,110,32563000,35282000,35288000,1330,170,830,590,370,-290,0
2.483158,1,26,34321000,35288000,35293000,-838,-302,-458,-314,-262,-106,0
2.487651,2,111,32574000,35293000,35298000,1293,147,813,579,357,-309,0
2.493294,1,27,34331000,35297000,35304000,-801,-279,-441,-303,-249,-87,0
2.497916,2,112,32584000,35303000,35308000,1256,124,796,568,344,-328,0
2.504292,1,28,34341000,35307000,35314000,-764,-256,-424,-292,-236,-68,0
2.507848,2,113,32594000,35314000,35318000,1219,101,779,557,331,-347,0
2.513632,1,29,34351000,35317000,35324000,-727,-233,-407,-281,-223,-49,0
2.517984,2,114,32604000,35324000,35328000,1182,78,762,546,318,-366,0
2.523719,1,30,34362000,35328000,35334000,-690,-210,-390,-270,-210,-30,0
2.528152,2,115,32614000,35333000,35338000,1145,55,745,535,305,-385,0
2.533913,1,31,34372000,35338000,35344000,-653,-187,-373,-259,-197,-11,0
2.538333,2,116,32624000,35343000,35348000,1108,32,728,524,292,-404,0
2.544080,1,32,34382000,35348000,35354000,-616,-164,-356,-248,-184,8,0
2.548354,2,117,32634000,35353000,35359000,1071,9,711,513,279,-423,0
2.554221,1,33,34392000,35358000,35364000,-579,-141,-339,-237,-171,27,0
2.558625,2,118,32645000,35364000,35369000,1034,-14,694,502,266,-442,0
2.564507,1,34,34402000,35368000,35375000,-542,-118,-322,-226,-158,46,0
2.568698,2,119,32655000,35374000,35379000,997,-37,677,491,253,-461,0
2.574311,1,35,34412000,35378000,35385000,-505,-95,-305,-215,-145,65,0
2.578730,2,120,32665000,35385000,35389000,960,-60,660,480,240,-480,0
2.584771,1,36,34422000,35388000,35395000,-468,-72,-288,-204,-132,84,0
2.588902,2,121,32675000,35395000,35399000,923,-83,643,469,227,-499,0
2.594668,1,37,34432000,35398000,35405000,-431,-49,-271,-193,-119,103,0
2.598989,2,122,32685000,35405000,35409000,886,-106,626,458,214,-518,0
2.604867,1,38,34443000,35409000,35415000,-394,-26,-254,-182,-106,122,0
2.609181,2,123,32695000,35414000,35419000,849,-129,609,447,201,-537,0
2.614783,1,39,34453000,35419000,35425000,-357,-3,-237,-171,-93,141,0
2.619543,2,124,32705000,35424000,35430000,812,-152,592,436,188,-556,0
2.625017,1,40,34463000,35429000,35435000,-320,20,-220,-160,-80,160,0
2.629289,2,125,32715000,35434000,35440000,775,-175,575,425,175,-575,0
2.635146,1,41,34473000,35440000,35445000,-283,43,-203,-149,-67,179,0
2.639426,2,126,32726000,35445000,35450000,738,-198,558,414,162,-594,0
2.645300,1,42,34483000,35449000,35456000,-246,66,-186,-138,-54,198,0
2.649713,2,127,32736000,35455000,35460000,701,-221,541,403,149,-587,0
2.655444,1,43,34493000,35459000,35466000,-209,89,-169,-127,-41,217,0
2.660272,2,128,32746000,35466000,35471000,664,-244,524,392,136,-568,0
2.665530,1,44,34503000,35469000,35476000,-172,112,-152,-116,-28,236,0
2.670515,2,129,32757000,35476000,35481000,627,-267,507,381,123,-549,0
2.675728,1,45,34514000,35481000,35486000,-135,135,-135,-105,-15,255,0
2.681037,2,130,32767000,35486000,35491000,590,-290,490,370,110,-530,0
2.685963,1,46,34524000,35491000,35496000,-98,158,-118,-94,-2,274,0
2.690786,2,131,32777000,35496000,35501000,553,-313,473,359,97,-511,0
2.696412,1,47,34534000,35501000,35507000,-61,181,-101,-83,11,293,0
2.700898,2,132,32787000,35506000,35511000,516,-336,456,348,84,-492,0
2.706656,1,48,34544000,35510000,35517000,-24,204,-84,-72,24,312,0
2.711245,2,133,32797000,35517000,35521000,479,-359,439,337,71,-473,0
2.716739,1,49,34555000,35521000,35527000,13,227,-67,-61,37,331,0
2.721142,2,134,32807000,35526000,35531000,442,-382,422,326,58,-454,0
2.726927,1,50,34565000,35531000,35537000,50,250,-50,-50,50,350,0
2.731183,2,135,32817000,35536000,35542000,405,-405,405,315,45,-435,0
2.736998,1,51,34575000,35541000,35547000,87,273,-33,-39,63,369,0
2.741245,2,136,32827000,35546000,35552000,368,-428,388,304,32,-416,0
2.747192,1,52,34585000,35552000,35557000,124,296,-16,-28,76,388,0
2.752132,2,137,32838000,35557000,35562000,331,-451,371,293,19,-397,0
2.757113,1,53,34595000,35561000,35568000,161,319,1,-17,89,407,0
2.761655,2,138,32848000,35567000,35572000,294,-474,354,282,6,-378,0
2.767297,1,54,34605000,35571000,35578000,198,342,18,-6,102,426,0
2.771757,2,139,32858000,35578000,35582000,257,-497,337,271,-7,-359,0
2.777538,1,55,34615000,35581000,35588000,235,365,35,5,115,445,0
2.781869,2,140,32868000,35588000,35592000,220,-520,320,260,-20,-340,0
2.787695,1,56,34626000,35592000,35598000,272,388,52,16,128,464,0
2.792106,2,141,32878000,35597000,35602000,183,-543,303,249,-33,-321,0
2.797937,1,57,34636000,35602000,35608000,309,411,69,27,141,483,0
2.802226,2,142,32888000,35607000,35612000,146,-566,286,238,-46,-302,0
2.807897,1,58,34646000,35612000,35618000,346,434,86,38,154,502,0
2.812356,2,143,32898000,35617000,35623000,109,-589,269,227,-59,-283,0
2.818121,1,59,34656000,35622000,35628000,383,457,103,49,167,521,0
2.822359,2,144,32909000,35628000,35633000,72,-612,252,216,-72,-264,0
2.828208,1,60,34666000,35633000,35638000,420,480,120,60,180,540,0
2.832561,2,145,32919000,35638000,35643000,35,-635,235,205,-85,-245,0
2.838654,1,61,34676000,35642000,35649000,457,503,137,71,193,559,0
2.842908,2,146,32929000,35648000,35653000,-2,-658,218,194,-98,-226,0
2.848471,1,62,34686000,35652000,35659000,494,526,154,82,206,578,0
2.852889,2,147,32939000,35659000,35663000,-39,-681,201,183,-111,-207,0
2.858649,1,63,34696000,35662000,35669000,531,549,171,93,219,597,0
2.863075,2,148,32949000,35669000,35673000,-76,-704,184,172,-124,-188,0
2.869078,1,64,34707000,35673000,35679000,568,572,188,104,232,584,0
2.873214,2,149,32959000,35678000,35683000,-113,-727,167,161,-137,-169,0
2.879030,1,65,34717000,35683000,35689000,605,595,205,115,245,565,0
2.883436,2,150,32969000,35688000,35694000,-150,-750,150,150,-150,-150,0
2.889144,1,66,34727000,35693000,35699000,642,618,222,126,258,546,0
2.893368,2,151,32979000,35698000,35704000,-187,-773,133,139,-163,-131,0
2.899101,1,67,34737000,35704000,35709000,679,641,239,137,271,527,0
2.903519,2,152,32990000,35709000,35714000,-224,-796,116,128,-176,-112,0
2.909256,1,68,34747000,35713000,35720000,716,664,256,148,284,508,0
2.914235,2,153,33000000,35719000,35724000,-261,-819,99,117,-189,-93,0
2.919304,1,69,34757000,35723000,35730000,753,687,273,159,297,489,0
2.924391,2,154,33010000,35729000,35735000,-298,-842,82,106,-202,-74,0
2.929521,1,70,34767000,35733000,35740000,790,710,290,170,310,470,0
2.934319,2,155,33021000,35740000,35745000,-335,-865,65,95,-215,-55,0
2.939714,1,71,34778000,35745000,35750000,827,733,307,181,323,451,0
2.944669,2,156,33031000,35750000,35755000,-372,-888,48,84,-228,-36,0
2.950335,1,72,34788000,35755000,35761000,864,756,324,192,336,432,0
2.954810,2,157,33041000,35760000,35765000,-409,-889,31,73,-241,-17,0
2.960623,1,73,34798000,35764000,35771000,901,779,341,203,349,413,0
2.964943,2,158,33051000,35771000,35775000,-446,-866,14,62,-254,2,0
2.970410,1,74,34808000,35774000,35781000,938,802,358,214,362,394,0
2.975049,2,159,33061000,35781000,35785000,-483,-843,-3,51,-267,21,0
2.980799,1,75,34819000,35785000,35791000,975,825,375,225,375,375,0
2.985160,2,160,33071000,35790000,35795000,-520,-820,-20,40,-280,40,0
2.991018,1,76,34829000,35795000,35801000,1012,848,392,236,388,356,0
2.995338,2,161,33081000,35800000,35806000,-557,-797,-37,29,-293,59,0
3.001044,1,77,34839000,35805000,35811000,1049,871,409,247,401,337,0
3.005359,2,162,33091000,35810000,35816000,-594,-774,-54,18,-306,78,0
3.012092,1,78,34849000,35816000,35821000,1086,894,426,258,414,318,0
3.015561,2,163,33102000,35821000,35826000,-631,-751,-71,7,-319,97,0
3.021603,1,79,34859000,35825000,35832000,1123,883,443,269,427,299,0
3.025673,2,164,33112000,35831000,35836000,-668,-728,-88,-4,-332,116,0
3.031575,1,80,34869000,35835000,35842000,1160,860,460,280,440,280,0
3.035875,2,165,33122000,35842000,35846000,-705,-705,-105,-15,-345,135,0
3.041449,1,81,34879000,35845000,35852000,1197,837,477,291,453,261,0
3.045964,2,166,33132000,35852000,35856000,-742,-682,-122,-26,-358,154,0
3.051597,1,82,34890000,35856000,35862000,1234,814,494,302,466,242,0
3.056288,2,167,33142000,35861000,35866000,-779,-659,-139,-37,-371,173,0
3.061869,1,83,34900000,35866000,35872000,1271,791,511,313,479,223,0
3.066180,2,168,33152000,35871000,35876000,-816,-636,-156,-48,-384,192,0
3.071971,1,84,34910000,35876000,35882000,1308,768,528,324,492,204,0
3.076164,2,169,33162000,35881000,35887000,-853,-613,-173,-59,-397,211,0
3.082030,1,85,34920000,35886000,35892000,1345,745,545,335,505,185,0
3.086797,2,170,33173000,35892000,35897000,-890,-590,-190,-70,-410,230,0
3.092319,1,86,34930000,35897000,35902000,1382,722,562,346,518,166,0
3.096565,2,171,33183000,35902000,35907000,-927,-567,-207,-81,-423,249,0
3.102229,1,87,34940000,35906000,35913000,1419,699,579,357,531,147,0
3.106744,2,172,33193000,35912000,35917000,-964,-544,-224,-92,-436,268,0
3.112317,1,88,34950000,35916000,35923000,1456,676,596,368,544,128,0
3.116858,2,173,33203000,35923000,35927000,-1001,-521,-241,-103,-449,287,0
3.122583,1,89,34960000,35926000,35933000,1493,653,613,379,557,109,0
3.127019,2,174,33213000,35933000,35937000,-1038,-498,-258,-114,-462,306,0
3.132630,1,90,34971000,35937000,35943000,1530,630,630,390,570,90,0
3.137101,2,175,33223000,35942000,35947000,-1075,-475,-275,-125,-475,325,0
3.142875,1,91,34981000,35947000,35953000,1567,607,647,401,583,71,0
3.147164,2,176,33233000,35952000,35958000,-1112,-452,-292,-136,-488,344,0
3.152972,1,92,34991000,35957000,35963000,1604,584,664,412,596,52,0
3.157340,2,177,33243000,35962000,35968000,-1149,-429,-309,-147,-501,363,0
3.163078,1,93,35001000,35968000,35973000,1641,561,681,423,591,33,0
3.168037,2,178,33254000,35973000,35978000,-1186,-406,-326,-158,-514,382,0
3.173314,1,94,35011000,35977000,35983000,1678,538,698,434,578,14,0
3.178145,2,179,33264000,35982000,35988000,-1223,-383,-343,-169,-527,401,0
3.183373,1,95,35021000,35987000,35994000,1715,515,715,445,565,-5,0
3.188148,2,180,33274000,35992000,35999000,-1260,-360,-360,-180,-540,420,0
3.193438,1,96,35031000,35997000,36004000,1752,492,732,456,552,-24,0
3.198384,2,181,33285000,36004000,36009000,-1297,-337,-377,-191,-553,439,0
3.204136,1,97,35042000,36009000,36014000,1789,469,749,467,539,-43,0
3.208542,2,182,33295000,36014000,36019000,-1334,-314,-394,-202,-566,458,0
3.214322,1,98,35052000,36018000,36025000,1774,446,766,478,526,-62,0
3.218724,2,183,33305000,36024000,36029000,-1371,-291,-411,-213,-579,477,0
3.224262,1,99,35062000,36028000,36035000,1737,423,783,489,513,-81,0
3.228856,2,184,33315000,36035000,36039000,-1408,-268,-428,-224,-592,496,0
3.234411,1,100,35072000,36038000,36045000,1700,400,800,500,500,-100,0
3.239232,2,185,33325000,36045000,36049000,-1445,-245,-445,-235,-595,515,0
3.244715,1,101,35083000,36049000,36055000,1663,377,817,511,487,-119,0
3.249079,2,186,33335000,36054000,36059000,-1482,-222,-462,-246,-582,534,0
3.254839,1,102,35093000,36059000,36065000,1626,354,834,522,474,-138,0
3.259164,2,187,33345000,36064000,36069000,-1519,-199,-479,-257,-569,553,0
3.265005,1,103,35103000,36069000,36075000,1589,331,851,533,461,-157,0
3.269312,2,188,33355000,36074000,36080000,-1556,-176,-496,-268,-556,572,0
3.275347,1,104,35113000,36079000,36085000,1552,308,868,544,448,-176,0
3.279403,2,189,33366000,36085000,36090000,-1593,-153,-513,-279,-543,591,0
3.285290,1,105,35123000,36089000,36095000,1515,285,885,555,435,-195,0
3.289652,2,190,33376000,36095000,36100000,-1630,-130,-530,-290,-530,590,0
3.295325,1,106,35133000,36099000,36106000,1478,262,898,566,422,-214,0
3.299820,2,191,33386000,36105000,36110000,-1667,-107,-547,-301,-517,571,0
3.305366,1,107,35143000,36109000,36116000,1441,239,881,577,409,-233,0
3.309924,2,192,33396000,36116000,36120000,-1704,-84,-564,-312,-504,552,0
3.315653,1,108,35153000,36119000,36126000,1404,216,864,588,396,-252,0
3.319933,2,193,33406000,36125000,36130000,-1741,-61,-581,-323,-491,533,0
3.325850,1,109,35164000,36130000,36136000,1367,193,847,599,383,-271,0
3.330226,2,194,33416000,36135000,36140000,-1778,-38,-598,-334,-478,514,0
3.335917,1,110,35174000,36140000,36146000,1330,170,830,590,370,-290,0
3.340236,2,195,33426000,36145000,36151000,-1785,-15,-615,-345,-465,495,0
3.345959,1,111,35184000,36150000,36156000,1293,147,813,579,357,-309,0
3.350301,2,196,33436000,36155000,36161000,-1748,8,-632,-356,-452,476,0
3.356099,1,112,35194000,36161000,36166000,1256,124,796,568,344,-328,0
3.360449,2,197,33447000,36166000,36171000,-1711,31,-649,-367,-439,457,0
3.366274,1,113,35204000,36170000,36177000,1219,101,779,557,331,-347,0
3.370916,2,198,33457000,36176000,36181000,-1674,54,-666,-378,-426,438,0
3.376393,1,114,35214000,36180000,36187000,1182,78,762,546,318,-366,0
3.380913,2,199,33467000,36187000,36191000,-1637,77,-683,-389,-413,419,0
3.386400,1,115,35224000,36190000,36197000,1145,55,745,535,305,-385,0
3.390943,2,200,33477000,36197000,36201000,-1600,100,-700,-400,-400,400,0
3.396889,1,116,35235000,36201000,36207000,1108,32,728,524,292,-404,0
3.401554,2,201,33487000,36206000,36211000,-1563,123,-717,-411,-387,381,0
3.406788,1,117,35245000,36211000,36217000,1071,9,711,513,279,-423,0
3.411134,2,202,33497000,36216000,36221000,-1526,146,-734,-422,-374,362,0
3.416789,1,118,35255000,36221000,36227000,1034,-14,694,502,266,-442,0
3.421995,2,203,33508000,36227000,36232000,-1489,169,-751,-433,-361,343,0
3.427084,1,119,35265000,36231000,36237000,997,-37,677,491,253,-461,0
3.432198,2,204,33518000,36236000,36242000,-1452,192,-768,-444,-348,324,0
3.437145,1,120,35275000,36242000,36247000,960,-60,660,480,240,-480,0
3.442047,2,205,33528000,36246000,36252000,-1415,215,-785,-455,-335,305,0
3.447243,1,121,35285000,36251000,36258000,923,-83,643,469,227,-499,0
3.452230,2,206,33538000,36256000,36263000,-1378,238,-802,-466,-322,286,0
3.458005,1,122,35296000,36262000,36268000,886,-106,626,458,214,-518,0
3.462322,2,207,33548000,36267000,36273000,-1341,261,-819,-477,-309,267,0
3.468156,1,123,35306000,36273000,36278000,849,-129,609,447,201,-537,0
3.472559,2,208,33559000,36278000,36283000,-1304,284,-836,-488,-296,248,0
3.478281,1,124,35316000,36282000,36289000,812,-152,592,436,188,-556,0
3.482726,2,209,33569000,36288000,36293000,-1267,307,-853,-499,-283,229,0
3.488302,1,125,35326000,36292000,36299000,775,-175,575,425,175,-575,0
3.492807,2,210,33579000,36299000,36303000,-1230,330,-870,-510,-270,210,0
3.498433,1,126,35336000,36302000,36309000,738,-198,558,414,162,-594,0
3.502874,2,211,33589000,36309000,36313000,-1193,353,-887,-521,-257,191,0
3.508670,1,127,35347000,36313000,36319000,701,-221,541,403,149,-587,0
3.513062,2,212,33599000,36318000,36323000,-1156,376,-896,-532,-244,172,0
3.519756,1,128,35357000,36323000,36329000,664,-244,524,392,136,-568,0
3.523493,2,213,33609000,36328000,36333000,-1119,399,-879,-543,-231,153,0
3.529018,1,129,35367000,36333000,36339000,627,-267,507,381,123,-549,0
3.533210,2,214,33619000,36338000,36344000,-1082,422,-862,-554,-218,134,0
3.539039,1,130,35377000,36343000,36349000,590,-290,490,370,110,-530,0
3.543376,2,215,33630000,36349000,36354000,-1045,445,-845,-565,-205,115,0
3.549097,1,131,35387000,36354000,36359000,553,-313,473,359,97,-511,0
3.553715,2,216,33640000,36359000,36364000,-1008,468,-828,-576,-192,96,0
3.559229,1,132,35397000,36363000,36370000,516,-336,456,348,84,-492,0
3.563919,2,217,33650000,36369000,36374000,-971,491,-811,-587,-179,77,0
3.569293,1,133,35407000,36373000,36380000,479,-359,439,337,71,-473,0
3.573843,2,218,33660000,36380000,36384000,-934,514,-794,-598,-166,58,0
3.579508,1,134,35417000,36383000,36390000,442,-382,422,326,58,-454,0
3.583916,2,219,33670000,36390000,36394000,-897,537,-777,-591,-153,39,0
3.590107,1,135,35428000,36394000,36400000,405,-405,405,315,45,-435,0
3.594127,2,220,33680000,36399000,36404000,-860,560,-760,-580,-140,20,0
3.599766,1,136,35438000,36404000,36410000,368,-428,388,304,32,-416,0
3.604109,2,221,33690000,36409000,36415000,-823,583,-743,-569,-127,1,0
3.609892,1,137,35448000,36414000,36420000,331,-451,371,293,19,-397,0
3.614439,2,222,33700000,36419000,36425000,-786,606,-726,-558,-114,-18,0
3.619929,1,138,35458000,36425000,36430000,294,-474,354,282,6,-378,0
3.624297,2,223,33711000,36430000,36435000,-749,629,-709,-547,-101,-37,0
3.630388,1,139,35468000,36434000,36441000,257,-497,337,271,-7,-359,0
3.634646,2,224,33721000,36440000,36445000,-712,652,-692,-536,-88,-56,0
3.640283,1,140,35478000,36444000,36451000,220,-520,320,260,-20,-340,0
3.644792,2,225,33731000,36451000,36455000,-675,675,-675,-525,-75,-75,0
3.650311,1,141,35488000,36454000,36461000,183,-543,303,249,-33,-321,0
3.655091,2,226,33741000,36461000,36465000,-638,698,-658,-514,-62,-94,0
3.660570,1,142,35499000,36465000,36471000,146,-566,286,238,-46,-302,0
